ID,Applies To,Country,Date Start,Date end intended,Description of measure implemented,Exceptions,Implementing City,Implementing State/Province,Keywords,Quantity,Source,Target city,Target country,Target region,Target state
842,,Bulgaria,"Mar 21, 2020",,"Bulgarian biotechnology company Micar21 has been developing a general Coronavirus vaccine in the past four years, and announced that it will begin clinical trials of a SARS-CoV-2 vaccine based on this research in mid-2020.[37] The company announced that with government support in funding and shorter clinical trial protocols, the drug could be synthesised in two months.",,,,medical aid,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bulgaria,,,,
843,,US: Florida,"Mar 17, 2020","Apr 15, 2020",school closure,,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,
844,,US: Florida,"Mar 17, 2020",,"bars, nightclubs closures",,,,restaurant limitations,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,
888,,US: Florida,"Mar 01, 2020",,Health emergency,,,,"public announcement, state of emergency",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,
845,,Egypt,"Jan 26, 2020",,Flights from China to Egypt banned,,,,international travel ban - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Egypt,,China,,
846,,Egypt,"Mar 19, 2020",,"All air travel suspended, with the exception of outward-bound flights needed by foreign tourists to leave",,,,"international travel ban - all countries, outbound traveller ban",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Egypt,,,,
857,,Egypt,"Mar 13, 2020",,"City International School at Cairo’s Zamalek district closed after a parent of one of the school students has contacted a foreigner, who then tested positive for coronavirus. School students, teachers and headmasters were required to self-isolate for 14 days.",,,,cohort isolation - no symptoms,,https://www.egypttoday.com/Article/1/82567/School-in-Cairo-closed-after-parent-contacted-Covid-19-infected,,,,
860,,Egypt,"Mar 20, 2020",,Ministry of Health called for all pilgrims from returning from Saudi Arabia to isolate themselves at home for 14 days,,,,"international traveller quarantine - risk countries, voluntary isolation",,https://www.egypttoday.com/Article/1/82823/Egypt-calls-on-pilgrims-returning-from-Saudi-Arabia-for-self,,,,
859,,Egypt,"Mar 17, 2020","Jun 17, 2020","Banned export of alcohol, disinfectants, means of protection, sterilization, and medical masks for a period of three months",,,,prohibition of medicine export,,https://www.egypttoday.com/Article/1/82797/Egyptian-law-exporting-masks-alcohol-now-punishable-by-jail,,,,
854,,Egypt,"Mar 15, 2020","Mar 29, 2020",All schools and universities closed for two weeks,,,,school closure,,https://www.middleeastmonitor.com/20200314-egypt-shuts-schools-universities-for-two-weeks-as-virus-cases-increase/,,,,
851,,Egypt,"Mar 19, 2020",,Sanitization of hotels and all educational facilities,,,,hygiene enforcement,,https://www.middleeastmonitor.com/20200319-egypt-to-shut-all-cafes-malls-sports-clubs-in-evenings-till-march-31/,,,,
858,,Egypt,"Mar 17, 2020",,Suspension of performances in cinemas and theatres,,,,cultural activity limitation,,https://translate.google.com/translate?hl=&sl=ar&tl=en&u=https%3A%2F%2Far.m.wikipedia.org%2Fwiki%2F%D8%AC%D8%A7%D8%A6%D8%AD%D8%A9_%D9%81%D9%8A%D8%B1%D9%88%D8%B3_%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7_%D9%81%D9%8A_%D9%85%D8%B5%D8%B1_2020,,,,
856,,Egypt,"Mar 08, 2020",,"Temperature sceening of travellers at airports. Reportedly, Asian tourists were screened",,,,international traveller screening - risk countries,,https://www.egypttoday.com/Article/1/82419/Health-tourism-aviation-ministers-follow-up-anti-COVID-19-measures https://www.middleeastmonitor.com/20200308-in-egypt-only-asian-tourists-get-tested-for-coronavirus/,,,,
855,,Egypt,"Mar 13, 2020",,"Suspension of flights to and from Khartoum, Sudan",,,,international travel ban - risk countries,,https://www.middleeastmonitor.com/20200314-egypt-suspends-flights-with-sudan-over-coronavirus-concerns/,,Sudan,,
853,,Egypt,"Mar 17, 2020",,reducing energy prices for industrial users and cutting the tax on company dividends by half. Egypt will lower the price of natural gas for industrial use to $4.50 per mmbtu from $5.50.,,,,economic stimulus,,https://www.middleeastmonitor.com/20200317-egypt-cuts-dividend-tax-and-energy-prices-to-soften-coronavirus-impact/,,,,
852,,Egypt,"Mar 19, 2020",,"Cities in Egypt’s South Sinai Governorate, including popular resort town Sharm El- Sheikh, closed to tourists. Tourist workers were quarantined at hotels.Hotels have been asked to sanitise their facilities on a daily basis, as have government offices, mosques and churches.",,,,"domestic travel ban, public facility cleaning",,https://www.middleeastmonitor.com/20200319-coronavirus-egypts-sharm-el-sheikh-closes-to-tourists/,,,,
850,,Egypt,"Mar 21, 2020","Apr 04, 2020",All mosques and churches closed,,,,religious activity limitations,,https://www.middleeastmonitor.com/20200321-egypt-shuts-mosques-and-churches-over-coronavirus-fears/,,,,
849,,Egypt,"Mar 07, 2020",,qurantined passangers of MS River Anuket cruise ship where 45 people had tested positive,,,,,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Egypt,,,,
847,,Egypt,"Mar 19, 2020","Mar 31, 2020","All restarants, cafes, nightclubs and public places closed from 7 PM untill 6 AM",,,,restaurant limitations,,https://www.middleeastmonitor.com/20200319-egypt-to-shut-all-cafes-malls-sports-clubs-in-evenings-till-march-31/,,,,
,,Palestine,"Mar 22, 2020","Apr 05, 2020","Prime Minister Shtayyeh announced a ban for 2 more weeks on movement between and inside of Palestinian cities for two weeks as of 10:00 PM with the exception of health facilities, pharmacies, bakeries, and grocery stores.",,,,blanket curfew - no symptoms,,,,,,
,,Malaysia,,"Mar 01, 2020",,,,,,,,,,,
,,US:Georgia,"Mar 18, 2020","Apr 01, 2020",school closure,,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response,,,,
,,US:Georgia,"Mar 12, 2020",,state of emergency,,,,"public announcement, state of emergency",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response,,,,
,,US:N Carolina,"Mar 20, 2020",,the state activated the North Carolina National Guard to assist in logistics and transportation of medical supplies,,,,army deployed,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Carolina#Government_response,,,,
,,US:Georgia,"Mar 20, 2020",,gatherings banned (10 people),,South Fulton,,outdoor gatherings banned,10,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response,,,,
,,US:Georgia,"Mar 20, 2020",,curfew from 9PM to 7AM (unless medical or other urgent reasons),,South Fulton,,blanket curfew - no symptoms,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response,,,,
,,US:Georgia,"Mar 20, 2020",,"many businnesses shutdown and closure of dine-in restaurants and bars ",,"Atlanta, Brookhaven, Clarkston, Dunwoody",,"limited nonessential business suspension, restaurant limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response,,,,
,,US:Georgia,"Mar 15, 2020",,gatherings banned 250 people,,Atlanta,,outdoor gatherings banned,250,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response,,,,
,,US:N Carolina,"Mar 10, 2020",,state of emergency,,,,"public announcement, state of emergency",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Carolina#Government_response,,,,
,,US:N Carolina,"Mar 12, 2020",,Several leagues began postponing or suspending their seasons starting March 12,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Carolina#Government_response,,,,
Copy of Untitled,,US:N Carolina,"Mar 20, 2020",,"On March 11, the University of North Carolina system announced that it would suspend in-person classes, same for Duke University",,,,"remote schooling, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Carolina#Government_response,,,,
Copy of Untitled,,US:N Carolina,"Mar 17, 2020",,state's bars and restaurants to suspend dine-in service,,,,"public announcement, restaurant limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Carolina#Government_response,,,,
Copy of Untitled,,US:N Carolina,"Mar 19, 2020",,deadline for paying taxes to July 15,,,,financial incentive,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Carolina#Government_response,,,,
,,US:Georgia,"Mar 20, 2020",,shelter in place,,,"Albany, Athens-Clark county, Bosnia, Dougherty County",social distancing,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response,,,,
,,US:Georgia,"Mar 16, 2020","Mar 30, 2020","Emory University, University of Georgia sytem shut down",,,,"remote schooling, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response,,,,
,,US:Georgia,"Mar 16, 2020","Mar 30, 2020",Many school districts in the state of Georgia made the decision to cancel classes for at least two weeks,,,,"remote schooling, school closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response,,,,
,,US:Georgia,"Mar 09, 2020",,"Governor Kemp announced the preparation of Hard Labor Creek State Park, located in Morgan County, as a quarantine destination for diagnosed individuals ""without other options""",,,,quarantine centre,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response,,,,
,,US:Georgia,"Mar 20, 2020",,Several leagues began postponing or suspending their seasons,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response,,,,
,,Slovakia,"Mar 18, 2020",,"The Public Health Authority recommends taking measures when selling food and beverages (e.g. restrict sale of non-prepacked food, pack non-prepacked food, high level of personnel hygiene)",,,,"public announcement, public hygiene",,http://www.uvzsr.sk/index.php?option=com_content&view=article&id=4112:odporuania-uvz-sr-na-zabranenie-irenia-noveho-koronavirusu-sposobujuceho-ochorenie-covid-19-pri-predaji-potravin-pokrmov-a-napojov&catid=250:koronavirus-2019-ncov&Itemid=153,,,,
,,Slovakia,"Mar 19, 2020",,"14 day quarantine for all persons with temporary and permanent residence in the Slovak Republic who returned from abroad after 13.03.2020, including persons living in the same household with that person. These persons are ordered to report this fact immediately to their physician",,,,international traveller quarantine - risk countries,,http://www.uvzsr.sk/index.php?option=com_content&view=article&id=4117:opatrenie-uradu-verejneho-zdravotnictva-sr-pri-ohrozeni-verejneho-zdravia-karantenne-opatrenia-uinnos-od-19032020&catid=250:koronavirus-2019-ncov&Itemid=153,,,,
841,,Croatia,"Mar 16, 2020","Apr 01, 2020","On 16 March, Bishop of Sisak Vlado Košić relieved the believers of obligation to attend the Mass until 1 April.",,,,religious activity cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,
842,,Croatia,"Mar 20, 2020",,"On 19 March, Croatian Bishops' Conference announced that, as of the next day, all Masses would be closed for the public.",,,,religious activity limitations,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,
843,,Croatia,"Mar 11, 2020","Mar 31, 2020","Croatian Football Federation (HNS) on 11 March ordered that all Prva HNL matches would be played behind closed doors until 31 March. The measure applied to all competitions under HNS, as well as all UEFA qualifying matches hosted by Croatia",,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,
844,,Croatia,"Mar 11, 2020",,The same day HNS announced that Croatia national football team would not play its friendly games against Switzerland and Portugal scheduled for 26 and 30 March in Doha due to the virus pandemic in Qatar.,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,
